phi,alpha,alpha_EC,obj
0.0002959237790398196,0.007095929750886457,1.801682977736391e-05,34.80615503822224
0.00022979759961121027,0.010080941028167045,0.00011404076341164304,39.09211768482931
0.04900607456907264,0.08168934958078539,0.11087984708502051,2.81719212012652
0.00021479789689509825,0.36479770284328267,1.2114192955256194e-05,37.43975644680451
0.003897632304049095,0.19092274088091432,0.09724531425937927,40.35977531451812
0.00025933263614506537,0.007432348079393863,3.702575402322667e-05,34.924927452041594
0.0006242020665170392,0.8910373766962716,7.111233758890466e-05,37.84372801844181
4.965837848999481e-05,0.02243793994054958,2.441481482912554e-05,41.144602954547345
0.007350785748486835,0.11380310275028928,0.00015986184815973385,34.30321791867431
0.0006101201785069874,0.025449812911068542,4.043402949593295e-05,36.36701726138474
0.00011496149127940234,0.14724902331290438,1.5022172774109919e-05,37.383703824795504
0.061855092979729645,0.31826417859344797,0.1405947359553894,15.336455739734228
0.004673164682388646,0.4119055740037136,0.028657959350822677,40.67754830609753
0.047204796177394905,0.037354716219079376,0.05758911119929218,11.013820548641618
0.002882918557714477,0.0533541472073842,0.0005469940389496523,34.045881284782396
0.0016848002594462945,0.007981155810027351,0.00015911010414398178,25.49668375650052
0.021799906417805923,0.09759873300969245,0.014244636350277878,18.277588974985996
0.0012936436850904047,0.722644785180976,0.00017347187360907708,38.141556132473475
0.0313621531760038,0.05547109860024022,0.7428797383312757,4.711702990359236
0.02953705198584597,0.4121795178733001,0.04975599966242336,27.548654910035328
0.0001962208619358583,0.0132155140760629,1.5877871152690045e-05,36.31187561698291
2.7624416565711513e-05,0.005537183593167429,7.837407099454453e-05,43.60378749710431
0.00016122560537354012,0.343521918630171,7.780458479423677e-05,40.694906882019865
0.0008067028478995649,0.307163072219685,8.608322527812695e-05,37.96223448682636
0.0018842207854876812,0.03076290652939534,0.00013553461811816357,34.3815754352597
0.013883092629634124,0.016982697463473716,0.018511314535610415,3.8024096640344203
0.00022548694321889728,0.003519300803867191,0.00016639388665426404,38.48140296091149
0.010970773921060589,0.11553783105804974,0.003406381514269344,30.003130654864965
